chave,kt,jogador,clube,liga,pos11,setor,tipo,psv99,psv99,sprint_count_p90,hi_count_p90,expl_accel_sprint_p90,distance_p90,runs_p30tip,tipo_pref
j gauto,platense,J. Gauto,Platense,Argentina A,EE,Extremo,Explosivo e rápido,30.06,30.06,18.02,93.21,1.92,9984.48,40.4,True
t correa,nacional,T. Correa,Nacional,Uruguai,CA,Atacante,Explosivo e rápido,29.86,29.86,11.07,66.6,1.98,9623.32,33.0,False
h angeles,sport huancayo,H. Ángeles,Sport Huancayo,Peru,LE,Lateral,Baixa intensidade,29.74,29.74,10.31,62.06,2.21,8777.46,29.4,False
pedro sosa,de mayo,Pedro Sosa,2 de Mayo,Paraguai,ZD,Zaga,Baixa intensidade,27.49,27.49,4.07,30.24,0.72,8496.42,3.3,False
d rubio,la serena,D. Rubio,La Serena,Chile,CA,Atacante,Motor de volume,27.48,27.48,7.2,54.66,0.98,9474.08,41.8,True
r torales,sportivo ameliano,R. Torales,Sportivo Ameliano,Paraguai,CA,Atacante,Motor de volume,28.16,28.16,12.07,71.82,1.33,9893.04,25.5,True
agustin urzi,univ concepcion,Agustín Urzi,Univ. Concepción,Chile,EE,Extremo,Motor de volume,27.43,27.43,10.68,75.32,0.58,10408.01,43.1,False
j ramirez,llaneros,J. Ramírez,Llaneros,Colombia A,MEI,Meia,Médio em tudo,27.75,27.75,8.55,55.79,0.97,9808.09,36.9,True
rodrigo santos,,Rodrigo Santos,Fortaleza,Série B,MED,Meia,Baixa intensidade,27.19,27.19,6.1,52.75,0.45,9779.83,29.51,False
d quintero,manta,D. Quintero,Manta,Equador A,ZD,Zaga,Baixa intensidade,28.26,28.26,4.2,28.42,0.3,7939.91,2.4,False
n fernandez,progreso,N. Fernández,Progreso,Uruguai,ED,Extremo,Motor de volume,28.67,28.67,12.01,71.52,1.36,10219.86,22.6,False
y vilchez,fc cajamarca,Y. Vílchez,FC Cajamarca,Peru,ZE,Zaga,Baixa intensidade,24.71,24.71,1.83,17.98,1.28,7627.8,3.5,False
kevin,,Kevin,CRB,Série B,LD,Lateral,Explosivo e rápido,29.79,29.79,12.37,68.63,2.49,10259.0,26.57,True
j vargas,la serena,J. Vargas,La Serena,Chile,EE,Extremo,Baixa intensidade,27.78,27.78,6.78,49.06,1.72,9196.34,33.4,False
f calderon,universidad de chile,F. Calderón,Universidad de Chile,Chile,ZD,Zaga,Motor de volume,28.58,28.58,6.39,39.3,0.26,8918.41,2.9,True
andrigo,dibba al fujairah,Andrigo,Dibba Al Fujairah,Emirados,ED,Extremo,Motor de volume,26.77,26.77,6.68,58.07,0.59,10265.08,,False
g chavez,alianza lima,G. Chávez,Alianza Lima,Peru,ZD,Zaga,Baixa intensidade,26.27,26.27,3.4,28.43,0.37,8023.67,5.6,False
zeca,shandong taishan,Zeca,Shandong Taishan,China,CA,Atacante,Motor de volume,29.32,29.32,10.23,61.94,1.05,9473.49,,True
a parra,tolima,A. Parra,Tolima,Colombia A,CA,Atacante,Baixa intensidade,28.29,28.29,8.84,54.94,1.19,9270.8,33.3,False
j torres,cerro porteno,J. Torres,Cerro Porteño,Paraguai,CA,Atacante,Baixa intensidade,27.14,27.14,7.78,55.84,1.3,9828.26,25.2,False
r renteria,deportivo pereira,R. Rentería,Deportivo Pereira,Colombia A,ZE,Zaga,Baixa intensidade,27.75,27.75,2.02,20.09,0.19,8233.89,3.2,False
a schott,talleres cordoba,A. Schott,Talleres Córdoba,Argentina A,LD,Lateral,Médio em tudo,28.54,28.54,10.74,65.11,1.25,10088.67,21.7,False
s valencia,emelec,S. Valencia,Emelec,Equador A,ZE,Zaga,Motor de volume,30.57,30.57,6.67,36.84,1.18,8096.28,3.7,True
j zeballos,wanderers,J. Zeballos,Wanderers,Uruguai,CA,Atacante,Motor de volume,27.93,27.93,8.51,61.36,1.17,9864.82,33.1,True
l acevedo,atletico grau,L. Acevedo,Atlético Grau,Peru,ZD,Zaga,Baixa intensidade,27.48,27.48,3.36,26.26,0.78,7983.69,3.9,False
jean lucas,,Jean Lucas,Avaí,Série B,MEI,Meia,Médio em tudo,27.46,27.46,6.99,56.51,1.14,10198.37,31.05,True
a lorenzo,orense,A. Lorenzo,Orense,Equador A,ZD,Zaga,Baixa intensidade,28.66,28.66,5.3,33.38,1.09,8192.85,6.2,False
m garavito,deportivo pasto,M. Garavito,Deportivo Pasto,Colombia A,LD,Lateral,Baixa intensidade,28.84,28.84,8.07,51.52,1.45,8985.2,21.1,False
b caicedo,libertad,B. Caicedo,Libertad,Equador A,ZD,Zaga,Baixa intensidade,28.38,28.38,4.91,33.59,1.4,8368.34,2.1,False
cristiano,sporting cristal,Cristiano,Sporting Cristal,Peru,LE,Lateral,Explosivo e rápido,31.21,31.21,13.25,67.9,1.9,8852.62,21.1,True
a rangel,barcelona,A. Rangel,Barcelona,Equador A,ZE,Zaga,Baixa intensidade,28.69,28.69,5.39,33.08,0.98,8026.9,4.7,False
l souto,defensa y justicia,L. Souto,Defensa y Justicia,Argentina A,ZD,Zaga,Explosivo e rápido,29.29,29.29,11.26,65.87,1.7,9823.42,20.8,False
guilherme lobo,,Guilherme Lobo,Criciúma,Série B,MED,Meia,Médio em tudo,27.54,27.54,7.32,57.52,0.66,10390.57,33.69,True
a paredes,sportivo ameliano,A. Paredes,Sportivo Ameliano,Paraguai,LE,Lateral,Médio em tudo,28.88,28.88,9.79,58.26,1.26,9636.64,22.6,False
e perez,rubio nu,E. Pérez,Rubio Ñú,Paraguai,CA,Atacante,Baixa intensidade,27.92,27.92,8.46,56.18,0.84,9614.78,30.1,False
e guevara,deportivo cuenca,E. Guevara,Deportivo Cuenca,Equador A,ZD,Zaga,Baixa intensidade,28.03,28.03,5.21,34.83,1.43,8395.16,3.3,False
f saavedra,gimnasia mendoza,F. Saavedra,Gimnasia Mendoza,Argentina A,LE,Lateral,Explosivo e rápido,29.46,29.46,11.84,66.58,2.28,9716.77,25.5,True
m gonzalez,volos nfc,M. González,Volos NFC,Grecia,ED,Extremo,Motor de volume,28.04,28.04,10.9,72.26,1.23,10025.46,30.7,False
a alvarez,sportivo san lorenzo,A. Álvarez,Sportivo San Lorenzo,Paraguai,CA,Atacante,Motor de volume,29.35,29.35,10.72,69.43,1.54,10221.61,54.1,True
m de jesus,utc cajamarca,M. de Jesús,UTC Cajamarca,Peru,CA,Atacante,Baixa intensidade,27.38,27.38,5.37,46.46,0.46,8436.34,26.3,False
w herrera,orense,W. Herrera,Orense,Equador A,CA,Atacante,Baixa intensidade,28.28,28.28,8.18,52.86,1.25,9051.03,26.0,False
f mater,univ concepcion,F. Máter,Univ. Concepción,Chile,MED,Meia,Baixa intensidade,26.6,26.6,5.16,44.96,0.51,10109.42,23.8,False
jhonatan silva,,Jhonatan Silva,Athletic,Série B,ZD,Zaga,Motor de volume,29.39,29.39,5.37,37.58,1.14,9019.04,6.21,True
rodrigo becao,kasmpasa,Rodrigo Becão,Kasımpaşa,Turquia,ZD,Zaga,Baixa intensidade,27.27,27.27,3.17,28.58,0.86,8579.18,,False
c enciso,cd moquegua,C. Enciso,CD Moquegua,Peru,ZE,Zaga,Baixa intensidade,28.05,28.05,5.09,32.39,0.5,8149.15,5.0,False
r profini,union santa fe,R. Profini,Unión Santa Fe,Argentina A,MED,Meia,Baixa intensidade,26.57,26.57,4.01,44.79,0.23,10354.73,28.9,False
douglas grolli,portimonense,Douglas Grolli,Portimonense,Portugal B,ZD,Zaga,Explosivo e rápido,30.09,30.09,7.08,40.21,1.81,7981.69,,False
janderson,goztepe,Janderson,Göztepe,Turquia,CA,Atacante,Explosivo e rápido,31.27,31.27,16.68,82.75,3.43,9600.65,,False
s rodriguez,danubio,S. Rodríguez,Danubio,Uruguai,MED,Meia,Baixa intensidade,25.69,25.69,1.45,23.24,0.2,9653.44,16.1,False
n talpone,estudiantes rio cuarto,N. Talpone,Estudiantes Río Cuarto,Argentina A,MED,Meia,Médio em tudo,26.45,26.45,6.37,53.15,0.34,10275.55,31.8,True
a hurtado,deportivo cali,A. Hurtado,Deportivo Cali,Colombia A,MEI,Meia,Médio em tudo,28.06,28.06,8.39,58.91,0.86,9367.54,42.4,True
n rodriguez,atletico nacional,N. Rodríguez,Atlético Nacional,Colombia A,ED,Extremo,Baixa intensidade,31.03,31.03,14.27,73.58,1.91,9393.27,23.6,False
b ramirez,manta,B. Ramirez,Manta,Equador A,VOL,Volante,Intermediário,27.41,27.41,5.23,44.86,0.91,9599.71,15.1,True
perotti,,Perotti,Sport,Série B,CA,Atacante,Baixa intensidade,28.34,28.34,7.48,49.61,0.94,8781.87,26.92,False
a pandiani quaglia,cerro largo,A. Pandiani Quaglia,Cerro Largo,Uruguai,MEI,Meia,Médio em tudo,26.8,26.8,7.65,65.85,0.45,11560.25,41.8,True
j romana,san lorenzo,J. Romaña,San Lorenzo,Argentina A,ZD,Zaga,Baixa intensidade,29.33,29.33,5.83,37.39,1.27,8285.79,4.1,False
p guzman,comerciantes unidos,P. Guzmán,Comerciantes Unidos,Peru,ZD,Zaga,Baixa intensidade,28.79,28.79,4.85,30.66,1.62,8150.96,4.0,False
j zevallos,cusco,J. Zevallos,Cusco,Peru,LD,Lateral,Médio em tudo,27.81,27.81,7.09,51.78,0.92,9635.05,25.2,False
s ojeda,estudiantes rio cuarto,S. Ojeda,Estudiantes Río Cuarto,Argentina A,ZD,Zaga,Baixa intensidade,26.26,26.26,3.0,27.83,0.69,8659.24,5.3,False
messias,,Messias,Juventude,Série B,ZD,Zaga,Baixa intensidade,29.93,29.93,4.43,28.08,0.5,8180.29,2.69,False
victor moreno,santa fe,Víctor Moreno,Santa Fe,Colombia A,ZE,Zaga,Baixa intensidade,28.98,28.98,4.64,30.66,1.04,7869.15,4.7,False
r alborno,rubio nu,R. Alborno,Rubio Ñú,Paraguai,LE,Lateral,Baixa intensidade,27.77,27.77,5.49,39.44,1.01,8958.51,13.9,False
r giampaoli,gimnasia la plata,R. Giampaoli,Gimnasia La Plata,Argentina A,ZD,Zaga,Baixa intensidade,28.12,28.12,4.24,31.83,0.26,9149.6,4.8,False
n gil,deportivo pasto,N. Gil,Deportivo Pasto,Colombia A,ZE,Zaga,Baixa intensidade,28.23,28.23,5.58,36.45,0.94,8575.91,4.0,False
d fernandez,defensa y justicia,D. Fernández,Defensa y Justicia,Argentina A,ZE,Zaga,Motor de volume,28.09,28.09,5.77,42.1,0.43,9296.41,9.3,True
k balanta,fortaleza,K. Balanta,Fortaleza,Colombia A,VOL,Volante,Intermediário,29.81,29.81,7.65,47.66,1.8,9014.88,8.1,True
k coronel alarcon,argentinos juniors,K. Coronel Alarcón,Argentinos Juniors,Argentina A,LD,Lateral,Explosivo e rápido,29.0,29.0,11.38,71.96,1.85,9996.3,22.4,True
e rolon,barracas central,E. Rolón,Barracas Central,Argentina A,MED,Meia,Baixa intensidade,26.62,26.62,4.98,43.48,0.79,10381.63,14.3,False
lucas sasha,,Lucas Sasha,Fortaleza,Série B,MED,Meia,Baixa intensidade,26.99,26.99,5.21,45.51,0.24,10199.92,24.76,False
r cecchini,juventud,R. Cecchini,Juventud,Uruguai,VOL,Volante,Menos intenso,26.66,26.66,4.05,38.14,0.25,9814.12,18.5,False
j castano,once caldas,J. Castaño,Once Caldas,Colombia A,ZD,Zaga,Explosivo e rápido,30.55,30.55,7.43,42.54,1.89,8601.42,5.6,False
c angulo,mushuc runa,C. Angulo,Mushuc Runa,Equador A,ED,Extremo,Baixa intensidade,29.71,29.71,12.48,68.14,1.71,9214.08,16.3,False
e lopez,tolima,E. López,Tolima,Colombia A,LD,Lateral,Baixa intensidade,29.22,29.22,10.44,59.03,3.18,8773.19,21.0,False
l passerini,belgrano,L. Passerini,Belgrano,Argentina A,CA,Atacante,Baixa intensidade,28.66,28.66,7.7,52.96,1.4,8861.92,31.1,False
ignacio fernandez,boston river,Ignacio Fernandez,Boston River,Uruguai,ZE,Zaga,Motor de volume,27.58,27.58,5.78,42.03,0.7,9356.85,4.6,True
helibelton palacios,santa fe,Helibelton Palacios,Santa Fe,Colombia A,LD,Lateral,Baixa intensidade,29.04,29.04,9.71,57.89,1.99,8828.86,17.6,False
r rabino,juventud,R. Rabino,Juventud,Uruguai,LE,Lateral,Explosivo e rápido,28.98,28.98,13.4,71.55,1.27,10023.6,25.4,True
r insua,barracas central,R. Insúa,Barracas Central,Argentina A,LE,Lateral,Médio em tudo,29.1,29.1,9.98,55.92,1.38,9823.82,25.8,False
diego ulloa,colo colo,Diego Ulloa,Colo Colo,Chile,LE,Lateral,Explosivo e rápido,29.91,29.91,12.79,71.03,1.38,10028.54,24.9,True
railan,,Railan,Cuiabá,Série B,LD,Lateral,Médio em tudo,29.07,29.07,10.29,61.4,1.23,9547.11,26.48,False
v cedron,adt,V. Cedrón,ADT,Peru,MEI,Meia,Baixa intensidade,26.39,26.39,2.25,25.89,0.67,8139.29,23.6,False
i ovando,rosario central,I. Ovando,Rosario Central,Argentina A,ZD,Zaga,Baixa intensidade,28.04,28.04,4.74,34.77,0.87,8719.44,5.1,False
d chavez,deportivo pasto,D. Chávez,Deportivo Pasto,Colombia A,MEI,Meia,Médio em tudo,25.37,25.37,2.94,37.96,0.98,10828.61,44.6,True
c moreno,cobresal,C. Moreno,Cobresal,Chile,ZE,Zaga,Baixa intensidade,26.52,26.52,4.02,34.16,0.09,8616.18,5.7,False
n amasifuen,cd moquegua,N. Amasifuén,CD Moquegua,Peru,LE,Lateral,Baixa intensidade,30.51,30.51,11.68,61.79,1.64,8785.05,18.1,False
i garguez,palestino,I. Garguez,Palestino,Chile,LD,Lateral,Explosivo e rápido,30.17,30.17,11.91,64.95,1.44,9967.67,22.5,True
m lanzini,velez sarsfield,M. Lanzini,Vélez Sarsfield,Argentina A,MEI,Meia,Médio em tudo,26.59,26.59,5.47,53.2,0.8,10407.62,39.7,True
l umpierrez,penarol,L. Umpierrez,Peñarol,Uruguai,ED,Extremo,Motor de volume,27.19,27.19,10.49,73.85,0.62,10914.26,23.1,False
m lopez,sportivo san lorenzo,M. López,Sportivo San Lorenzo,Paraguai,ZE,Zaga,Baixa intensidade,27.58,27.58,4.42,32.01,0.0,9240.86,5.9,False
g diaz,alianza atletico,G. Díaz,Alianza Atlético,Peru,VOL,Volante,Menos intenso,26.69,26.69,2.7,30.07,0.59,9151.01,17.4,False
n queiroz,wanderers,N. Queiroz,Wanderers,Uruguai,MED,Meia,Médio em tudo,27.47,27.47,6.22,52.6,0.45,10248.65,24.2,True
s lopez,tigre,S. López,Tigre,Argentina A,EE,Extremo,Explosivo e rápido,28.9,28.9,17.94,97.74,2.22,10590.18,53.2,True
lyncon,,Lyncon,CRB,Série B,ZE,Zaga,Motor de volume,28.92,28.92,8.69,50.61,1.1,9984.3,8.62,True
c zambrano,sport boys,C. Zambrano,Sport Boys,Peru,ZD,Zaga,Baixa intensidade,29.1,29.1,3.9,25.04,0.0,7744.54,2.0,False
alysson,farense,Alysson,Farense,Portugal B,ZD,Zaga,Baixa intensidade,27.19,27.19,5.7,38.41,0.79,8668.17,,False
jadsom silva,al wahda,Jadsom Silva,Al Wahda,Emirados,VOL,Volante,Menos intenso,27.26,27.26,4.52,40.9,0.33,10004.3,,False
j corozo,ldu quito,J. Corozo,LDU Quito,Equador A,CA,Atacante,Motor de volume,29.43,29.43,11.28,64.49,1.17,9549.37,41.2,True
g barros,,G. Barros,América-MG,Série B,EE,Extremo,Explosivo e rápido,29.71,29.71,17.2,91.45,2.44,10411.35,38.36,True
g poblete,al sharjah,G. Poblete,Al Sharjah,Emirados,VOL,Volante,Menos intenso,26.28,26.28,4.13,43.19,0.33,10091.22,,False
g napoli,emelec,G. Nápoli,Emelec,Equador A,MED,Meia,Médio em tudo,26.86,26.86,8.49,65.22,0.35,11039.78,38.9,True
n retamar,platense,N. Retamar,Platense,Argentina A,MEI,Meia,Explosivo e rápido,30.14,30.14,21.11,102.95,2.29,10701.49,56.2,False
r ferreira,rubio nu,R. Ferreira,Rubio Ñú,Paraguai,LD,Lateral,Médio em tudo,28.14,28.14,8.35,56.53,1.23,9520.65,21.2,False
a banguero,boyaca chico,A. Banguero,Boyacá Chicó,Colombia A,ZE,Zaga,Explosivo e rápido,28.92,28.92,7.34,44.09,1.66,8182.28,3.0,False
a maidana,talleres cordoba,A. Maidana,Talleres Córdoba,Argentina A,LE,Lateral,Explosivo e rápido,29.41,29.41,13.45,72.21,1.26,10198.62,27.9,True
y zapata,cd moquegua,Y. Zapata,CD Moquegua,Peru,EE,Extremo,Motor de volume,29.49,29.49,12.87,69.86,2.26,9096.49,46.3,False
lucas duarte,felgueiras,Lucas Duarte,Felgueiras 1932,Portugal B,CA,Atacante,Motor de volume,28.4,28.4,11.78,70.45,1.91,9297.62,,True
v pizarro,rosario central,V. Pizarro,Rosario Central,Argentina A,VOL,Volante,Menos intenso,26.07,26.07,4.76,49.6,0.48,10310.67,32.6,False
n demartini,barracas central,N. Demartini,Barracas Central,Argentina A,ZE,Zaga,Baixa intensidade,28.72,28.72,4.62,34.39,0.46,9099.25,4.0,False
j guivin,universitario,J. Guivin,Universitario,Peru,VOL,Volante,Intermediário,27.68,27.68,6.02,45.51,0.91,9068.21,32.6,True
f coronel,alianza atletico,F. Coronel,Alianza Atlético,Peru,CA,Atacante,Explosivo e rápido,30.28,30.28,15.63,85.76,3.13,9124.87,47.2,False
rafael caroca,huachipato,Rafael Caroca,Huachipato,Chile,ZD,Zaga,Baixa intensidade,26.88,26.88,3.86,33.95,0.61,8910.19,6.6,False
jonatas santos,al nasr,Jonatas Santos,Al Nasr,Emirados,EE,Extremo,Explosivo e rápido,30.6,30.6,15.11,79.12,2.97,9505.56,,True
e roco,palestino,E. Roco,Palestino,Chile,ZE,Zaga,Baixa intensidade,28.28,28.28,5.36,36.03,0.88,8643.32,4.8,False
a doldan,sportivo san lorenzo,A. Doldán,Sportivo San Lorenzo,Paraguai,ZE,Zaga,Motor de volume,28.29,28.29,5.71,36.31,0.47,9125.71,4.9,True
n gauto,sportivo trinidense,N. Gauto,Sportivo Trinidense,Paraguai,MED,Meia,Baixa intensidade,27.27,27.27,5.58,46.7,0.38,10113.8,15.5,False
h benitez,nacional asuncion,H. Benítez,Nacional Asunción,Paraguai,CA,Atacante,Baixa intensidade,28.99,28.99,9.79,59.88,0.9,9294.7,27.5,False
rodrigo rojas,rubio nu,Rodrigo Rojas,Rubio Ñú,Paraguai,MED,Meia,Baixa intensidade,26.78,26.78,4.25,39.28,0.52,9470.77,28.4,False
raul,,Raul,Cuiabá,Série B,MED,Meia,Baixa intensidade,27.38,27.38,5.0,43.56,0.75,10175.36,26.08,False
m garcia,cerro largo,M. García,Cerro Largo,Uruguai,MED,Meia,Explosivo e rápido,28.81,28.81,10.45,67.92,1.51,10238.77,26.9,False
r guarderas,atletico grau,R. Guarderas,Atlético Grau,Peru,MED,Meia,Baixa intensidade,26.15,26.15,3.91,43.02,0.24,9753.41,21.4,False
s diaz,la serena,S. Díaz,La Serena,Chile,VOL,Volante,Menos intenso,26.5,26.5,4.3,44.82,0.2,10036.72,11.2,False
l costa,independiente rivadavia,L. Costa,Independiente Rivadavia,Argentina A,ZD,Zaga,Baixa intensidade,28.91,28.91,4.83,32.77,0.86,8564.52,2.9,False
n fernandez,belgrano,N. Fernández,Belgrano,Argentina A,CA,Atacante,Motor de volume,28.33,28.33,10.24,63.85,1.59,9099.82,35.0,True
f colidio,river plate,F. Colidio,River Plate,Argentina A,CA,Atacante,Explosivo e rápido,29.03,29.03,12.8,75.02,2.02,9599.88,35.2,False
p tanda,guarani,P. Tanda,Guaraní,Paraguai,MED,Meia,Médio em tudo,26.95,26.95,7.48,56.17,0.52,10160.16,23.9,True
c saiz,de mayo,C. Saiz,2 de Mayo,Paraguai,ZE,Zaga,Baixa intensidade,28.3,28.3,4.64,33.29,0.91,8354.69,4.2,False
p fuentes,juan pablo ii college,P. Fuentes,Juan Pablo II College,Peru,ZD,Zaga,Baixa intensidade,26.85,26.85,3.64,27.09,0.48,7768.85,2.2,False
g paredes,utc cajamarca,G. Paredes,UTC Cajamarca,Peru,LD,Lateral,Baixa intensidade,28.38,28.38,11.43,63.84,2.18,9046.33,23.7,False
j castillo,alianza,J. Castillo,Alianza,Colombia A,MED,Meia,Baixa intensidade,26.55,26.55,4.53,41.08,0.49,10048.29,18.9,False
f mimbacas,juventud,F. Mimbacas,Juventud,Uruguai,CA,Atacante,Baixa intensidade,28.45,28.45,10.11,61.42,0.84,9126.94,26.3,False
j bocanegra,tecnico universitario,J. Bocanegra,Técnico Universitario,Equador A,ED,Extremo,Baixa intensidade,28.01,28.01,8.24,59.07,1.65,9168.32,36.2,False
g avalos,independiente,G. Ávalos,Independiente,Argentina A,CA,Atacante,Baixa intensidade,28.52,28.52,6.16,40.4,1.22,7982.92,20.7,False
y abonia,cucuta deportivo,Y. Abonía,Cúcuta Deportivo,Colombia A,LD,Lateral,Explosivo e rápido,31.44,31.44,14.63,73.0,2.91,8598.48,18.8,True
jarleysom,portimonense,Jarleysom,Portimonense,Portugal B,ZD,Zaga,Baixa intensidade,28.74,28.74,5.51,36.21,1.0,8225.82,,False
a modica,gimnasia mendoza,A. Módica,Gimnasia Mendoza,Argentina A,CA,Atacante,Baixa intensidade,28.64,28.64,8.84,60.6,0.87,9622.87,22.3,False
m palazzo,huracan,M. Palazzo,Huracán,Argentina A,ZE,Zaga,Explosivo e rápido,27.72,27.72,8.25,51.52,1.41,9811.78,12.4,False
l torreira,galatasaray,L. Torreira,Galatasaray,Turquia,VOL,Volante,Menos intenso,26.25,26.25,4.06,41.33,0.38,10466.35,,False
a galeano duarte,sportivo san lorenzo,A. Galeano Duarte,Sportivo San Lorenzo,Paraguai,EE,Extremo,Motor de volume,29.0,29.0,12.09,74.81,0.52,10324.92,28.3,False
f roman,defensa y justicia,F. Román,Defensa y Justicia,Argentina A,LE,Lateral,Baixa intensidade,28.78,28.78,8.62,51.99,0.96,9484.42,13.5,False
luis perez,adt,Luis Pérez,ADT,Peru,VOL,Volante,Intermediário,27.86,27.86,6.44,44.52,0.75,8865.18,19.8,True
lionel altamirano,huachipato,Lionel Altamirano,Huachipato,Chile,CA,Atacante,Baixa intensidade,27.5,27.5,6.43,46.54,0.47,8484.71,27.8,False
f nicola,atletico tucuman,F. Nicola,Atlético Tucumán,Argentina A,MED,Meia,Explosivo e rápido,29.76,29.76,16.77,96.14,2.42,10606.07,35.7,False
sergio palacios,,Sergio Palacios,Ponte Preta,Série B,ZD,Zaga,Explosivo e rápido,31.94,31.94,12.43,60.42,2.47,8913.87,8.54,False
b caicedo,orense,B. Caicedo,Orense,Equador A,LE,Lateral,Baixa intensidade,29.38,29.38,7.1,46.17,1.62,8608.49,15.9,False
e de los santos,racing,E. de los Santos,Racing,Uruguai,ED,Extremo,Motor de volume,28.75,28.75,10.74,66.76,0.9,10278.97,31.1,False
p zarza,olimpia,P. Zarza,Olimpia,Paraguai,EE,Extremo,Explosivo e rápido,30.19,30.19,15.68,75.75,2.88,9593.4,37.5,True
e mendoza,barcelona,E. Mendoza,Barcelona,Equador A,CA,Atacante,Explosivo e rápido,29.24,29.24,10.54,57.2,2.47,8550.72,28.7,False
l suhr,boston river,L. Suhr,Boston River,Uruguai,ED,Extremo,Explosivo e rápido,29.96,29.96,16.74,85.02,1.94,10418.16,34.8,True
r prieto,nacional asuncion,R. Prieto,Nacional Asunción,Paraguai,MED,Meia,Médio em tudo,28.16,28.16,9.16,65.2,0.63,9932.06,33.5,True
v burgoa,orense,V. Burgoa,Orense,Equador A,EE,Extremo,Motor de volume,28.16,28.16,10.11,73.15,1.49,9829.06,28.1,False
b miranda,aucas,B. Miranda,Aucas,Equador A,CA,Atacante,Baixa intensidade,28.82,28.82,6.46,40.23,2.09,7988.94,25.9,False
d moncada,inter bogota,D. Moncada,Inter Bogotá,Colombia A,ED,Extremo,Explosivo e rápido,31.3,31.3,18.77,91.93,3.31,9373.64,22.1,True
e pepinos,leones del norte,E. Pepinós,Leones del Norte,Equador A,ED,Extremo,Motor de volume,26.99,26.99,5.58,50.04,0.4,10166.97,37.9,False
s cuero,fortaleza,S. Cuero,Fortaleza,Colombia A,LE,Lateral,Baixa intensidade,30.31,30.31,11.8,64.83,1.88,9057.79,19.9,False
i galvan,atletico tucuman,I. Galván,Atlético Tucumán,Argentina A,LE,Lateral,Baixa intensidade,29.15,29.15,10.9,59.87,2.03,9344.63,20.3,False
marlon junior,portimonense,Marlon Júnior,Portimonense,Portugal B,ZD,Zaga,Motor de volume,29.09,29.09,8.23,49.75,0.65,9145.07,,True
m comba,volos nfc,M. Comba,Volos NFC,Grecia,MED,Meia,Explosivo e rápido,29.24,29.24,10.36,69.69,1.45,10164.12,,False
p delvalle,de mayo,P. Delvalle,2 de Mayo,Paraguai,EE,Extremo,Baixa intensidade,29.46,29.46,11.27,66.06,1.08,9271.43,25.7,False
e vera,club libertad,E. Vera,Club Libertad,Paraguai,CA,Atacante,Explosivo e rápido,30.22,30.22,17.46,85.01,3.33,9601.03,41.0,False
a macelli,cerro,A. Macelli,Cerro,Uruguai,VOL,Volante,Menos intenso,27.07,27.07,4.21,34.46,0.31,9216.76,5.9,False
m abaldo,independiente,M. Abaldo,Independiente,Argentina A,EE,Extremo,Motor de volume,28.96,28.96,12.47,74.64,1.79,9134.37,39.5,False
l klimowicz,emelec,L. Klimowicz,Emelec,Equador A,CA,Atacante,Baixa intensidade,27.8,27.8,6.75,46.65,1.87,8636.14,27.2,False
l robertone,velez sarsfield,L. Robertone,Vélez Sarsfield,Argentina A,VOL,Volante,Intermediário,27.54,27.54,6.08,48.44,0.52,10243.01,22.6,True
thauan lara,portimonense,Thauan Lara,Portimonense,Portugal B,ED,Extremo,Baixa intensidade,29.39,29.39,9.07,56.79,1.3,9392.22,,False
j lasso,alianza,J. Lasso,Alianza,Colombia A,LE,Lateral,Explosivo e rápido,31.28,31.28,14.19,70.2,3.51,8889.86,27.9,True
o cortes,huracan,Ó. Cortés,Huracán,Argentina A,EE,Extremo,Explosivo e rápido,29.58,29.58,14.5,79.17,3.25,9809.44,41.6,True
f alcedo,comerciantes unidos,F. Alcedo,Comerciantes Unidos,Peru,ZD,Zaga,Baixa intensidade,27.59,27.59,3.3,26.75,0.23,8381.59,6.0,False
maximiliano rodriguez,huachipato,Maximiliano Rodríguez,Huachipato,Chile,CA,Atacante,Motor de volume,27.47,27.47,7.98,64.81,0.89,10419.14,34.3,True
g villamil,ldu quito,G. Villamíl,LDU Quito,Equador A,MED,Meia,Médio em tudo,27.5,27.5,6.34,50.14,0.68,9920.47,27.9,True
jalil elias,tigre,Jalil Elías,Tigre,Argentina A,MED,Meia,Médio em tudo,26.51,26.51,5.46,53.52,0.14,11011.7,27.8,True
m hernandez,mushuc runa,M. Hernández,Mushuc Runa,Equador A,LE,Lateral,Explosivo e rápido,31.88,31.88,13.85,66.1,3.21,8506.68,16.5,True
c arboleda,deportivo cuenca,C. Arboleda,Deportivo Cuenca,Equador A,LE,Lateral,Baixa intensidade,27.36,27.36,6.88,46.59,0.39,9305.26,17.6,False
